time,type,sentCurrency,sentQuantity,receivedCurrency,receivedQuantity,feeCurrency,feeQuantity,id,description,txn partner,link
2022-01-11 08:43:34,Receive,,,ALGO,2.1,,,NHNGOWC7CB7VV4UV2Y7YMP2O5UTBPPR4PCKS346OQIE4BAS3ETCA,Receiver,WXVQR4CFBF3USC5JXFFN5R6MMOZPGOHI3GKZFBU3S5NI5PTKWPBFCPZWZA,https://lora.algokit.io/mainnet/transaction/NHNGOWC7CB7VV4UV2Y7YMP2O5UTBPPR4PCKS346OQIE4BAS3ETCA
2022-01-11 15:13:37,Fee,,,,,ALGO,0.001,ZSH5VT7UU4CYC4VIUW3H463ZQBNABJRLOTMGNBC3O5LPM2MWYBVA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/ZSH5VT7UU4CYC4VIUW3H463ZQBNABJRLOTMGNBC3O5LPM2MWYBVA
2022-01-11 15:13:37,Rewards,,,ALGO,0.00002,,,Sender Rewards - ZSH5VT7UU4CYC4VIUW3H463ZQBNABJRLOTMGNBC3O5LPM2MWYBVA,Network Participation Rewards,Algorand Foundation,
2022-01-11 17:57:09,Fee,,,,,ALGO,0.001,X46WIIOMSR7HWJSR7I4UII5TI4OGXQXXLRIPCDOTAW73GOEBLRCQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/X46WIIOMSR7HWJSR7I4UII5TI4OGXQXXLRIPCDOTAW73GOEBLRCQ
2022-01-11 17:57:09,Rewards,,,ALGO,0.000008,,,Sender Rewards - X46WIIOMSR7HWJSR7I4UII5TI4OGXQXXLRIPCDOTAW73GOEBLRCQ,Network Participation Rewards,Algorand Foundation,
2022-01-12 14:51:43,Fee,,,,,ALGO,0.001,GXFVVBXUZCT4NKADCPX6BQXOO34VZRHTADZQLTMKYKBD5ISLFT3Q,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/GXFVVBXUZCT4NKADCPX6BQXOO34VZRHTADZQLTMKYKBD5ISLFT3Q
2022-01-12 14:51:43,Rewards,,,ALGO,0.000058,,,Sender Rewards - GXFVVBXUZCT4NKADCPX6BQXOO34VZRHTADZQLTMKYKBD5ISLFT3Q,Network Participation Rewards,Algorand Foundation,
2022-04-10 18:36:16,Fee,,,,,ALGO,0.001,TH3AEIM322AOT3FVRLMZY7KHLKMMJE4ISV3VWREGVBMCSV5AYQCA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/TH3AEIM322AOT3FVRLMZY7KHLKMMJE4ISV3VWREGVBMCSV5AYQCA
2022-04-10 18:36:16,Rewards,,,ALGO,0.002422,,,Sender Rewards - TH3AEIM322AOT3FVRLMZY7KHLKMMJE4ISV3VWREGVBMCSV5AYQCA,Network Participation Rewards,Algorand Foundation,
2022-04-10 18:37:52,Fee,,,,,ALGO,0.001,T34MZOC7FUDWLUFJX5GTUUII2SRVMNDH6CLPSOQHF7EZU2VUOUXA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/T34MZOC7FUDWLUFJX5GTUUII2SRVMNDH6CLPSOQHF7EZU2VUOUXA
2022-04-17 11:33:50,Fee,,,,,ALGO,0.001,56CHCWJQBXCOAUEGX2QWJJ2Z7NSNSETXEDW3CKRXKNWRS3ICWMXQ,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/56CHCWJQBXCOAUEGX2QWJJ2Z7NSNSETXEDW3CKRXKNWRS3ICWMXQ
2022-04-17 11:33:50,Rewards,,,ALGO,0.000024,,,Sender Rewards - 56CHCWJQBXCOAUEGX2QWJJ2Z7NSNSETXEDW3CKRXKNWRS3ICWMXQ,Network Participation Rewards,Algorand Foundation,
2022-05-10 04:03:24,Receive,,,ALGO,2.,,,P27VWJ6ARFQON7CU5GOU7EYVYJXGEC4CRYKPXTKRVPK6CZOJMYIQ,Receiver,5WQLAJUY66FPIT2XL2HPWXHJIK2BGVWWHO5P7SLR575SQPVCOTGSYMTMPY,https://lora.algokit.io/mainnet/transaction/P27VWJ6ARFQON7CU5GOU7EYVYJXGEC4CRYKPXTKRVPK6CZOJMYIQ
2022-05-10 04:03:24,Rewards,,,ALGO,0.000076,,,Receiver Rewards - P27VWJ6ARFQON7CU5GOU7EYVYJXGEC4CRYKPXTKRVPK6CZOJMYIQ,Network Participation Rewards,Algorand Foundation,
2022-06-04 18:31:39,Send,ALGO,2.,,,ALGO,0.001,5YRZ6AWHPX6LENKQ5J4KV7F3UCQ757VPHPRW76SIWFB2QWKV74IA,Sender,SLASHDABBEUIM3ZBALEZCV5UXGF67TXU4H25UU6BILRIMA6EJ4ZJ2BATOM,https://lora.algokit.io/mainnet/transaction/5YRZ6AWHPX6LENKQ5J4KV7F3UCQ757VPHPRW76SIWFB2QWKV74IA
2022-06-04 18:31:39,Rewards,,,ALGO,0.000028,,,Sender Rewards - 5YRZ6AWHPX6LENKQ5J4KV7F3UCQ757VPHPRW76SIWFB2QWKV74IA,Network Participation Rewards,Algorand Foundation,
2022-06-04 18:41:12,Receive,,,ALGO,5.,,,J5WOHAQ2N3JAZRCBZ5J5JJIVRS6EQTCP6EM27TPEXHI6M2R6WN3A,Receiver,WXVQR4CFBF3USC5JXFFN5R6MMOZPGOHI3GKZFBU3S5NI5PTKWPBFCPZWZA,https://lora.algokit.io/mainnet/transaction/J5WOHAQ2N3JAZRCBZ5J5JJIVRS6EQTCP6EM27TPEXHI6M2R6WN3A
2022-06-04 18:43:18,Fee,,,,,ALGO,0.001,BOI777TTQBSXG5L6ZGFSA75YTYAT7BOAAFKSDQWBZVWDRUZYW7UQ,Sender,Algorand Network,https://lora.algokit.io/mainnet/transaction/BOI777TTQBSXG5L6ZGFSA75YTYAT7BOAAFKSDQWBZVWDRUZYW7UQ
2022-06-04 18:44:32,Fee,,,,,ALGO,0.001,U7XX76PMWENSTVGRN5NNDVBS3Q4Z27KJSYUBCKFUGQMQVQ7HPMLA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/U7XX76PMWENSTVGRN5NNDVBS3Q4Z27KJSYUBCKFUGQMQVQ7HPMLA
2022-06-04 18:45:11,Sell,ALGO,0.1,YLDY,35.839644,ALGO,0.004,Combined Group - TF+8biA9fNL+fyUBWRO9/FHGZDrFUH6aGV9s8RKuywM=,Tinyman : Tinyman AMM v1/1.1 : Swap (Sell),Tinyman,https://allo.info/tx/group/TF+8biA9fNL+fyUBWRO9/FHGZDrFUH6aGV9s8RKuywM=
2022-06-04 18:45:33,Receive Slippage,,,YLDY,0.362016,ALGO,0.003,Combined Group - jUNkiYamV7ORp9DbhTcS25DOtMQSkomV7rkna1q538o=,Tinyman : Tinyman AMM v1/1.1 : Redeem Slippage,Tinyman,https://allo.info/tx/group/jUNkiYamV7ORp9DbhTcS25DOtMQSkomV7rkna1q538o=
2022-06-04 18:45:54,Fee,,,,,ALGO,0.001,4IG4DB753EBCYWQY7CO4ROZYRMSOK3ZPGAFJHGQLX2AGF4S3CEAA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/4IG4DB753EBCYWQY7CO4ROZYRMSOK3ZPGAFJHGQLX2AGF4S3CEAA
2022-06-04 18:46:20,Add Liquidity,YLDY,36.201657,,,,,(Group- B0KST...) - NNZT6SXWVB3WKDPT6XA2AZNXTPWPJEFNPS2KRARQQBXDD7DNHF4A,Tinyman : Tinyman AMM v1/1.1 : Add Liquidity ,Tinyman,https://allo.info/tx/group/B0KSTQ5lJ2G4Zjzd/K1fJgSPg62BNO/jWs78wjkQeMc=
2022-06-04 18:46:20,Add Liquidity,ALGO,0.0997,,,,,(Group- B0KST...) - YTHMXOFNW5R6CDLMNXJNNYG7Z5HUX7XKUFJXTYBV5AOUZI2GHAZA,Tinyman : Tinyman AMM v1/1.1 : Add Liquidity ,Tinyman,https://allo.info/tx/group/B0KSTQ5lJ2G4Zjzd/K1fJgSPg62BNO/jWs78wjkQeMc=
2022-06-04 18:46:20,Receive LP Tokens,,,YLDY/ALGO LP Token,1.475949,ALGO,0.005,Combined Group - B0KSTQ5lJ2G4Zjzd/K1fJgSPg62BNO/jWs78wjkQeMc=,Tinyman : Tinyman AMM v1/1.1 : Add Liquidity,Tinyman,https://allo.info/tx/group/B0KSTQ5lJ2G4Zjzd/K1fJgSPg62BNO/jWs78wjkQeMc=
2022-06-04 18:46:38,Receive Slippage,,,YLDY/ALGO LP Token,0.014909,ALGO,0.003,Combined Group - CQE9QtLKS9a6oJr/z70qOyY/NnTCOKTnvI8FM228oyk=,Tinyman : Tinyman AMM v1/1.1 : Redeem Slippage,Tinyman,https://allo.info/tx/group/CQE9QtLKS9a6oJr/z70qOyY/NnTCOKTnvI8FM228oyk=
2022-06-04 18:50:45,Sell,ALGO,1.,goMINT,8.03323,ALGO,0.004,Combined Group - +NfRRdfhExu91LWo0fi++PTYwWqMyQ9w+aAz7G5USkQ=,Pact : Pact Swap : Swap,Pact,https://allo.info/tx/group/+NfRRdfhExu91LWo0fi++PTYwWqMyQ9w+aAz7G5USkQ=
2022-06-04 18:54:09,Sell,goMINT,4.026654,ALGO,0.499882,,,Swap Row - Combined Group - s0Nsmh2bXt5LLrGE1836o42wmz1fJ2sTXwrpVqohKT4=,"Algofi : AMM : Swap (Sell), Add Liquidity",Algofi,
2022-06-04 18:54:09,Add Liquidity,ALGO,0.499892,,,,,(Group- s0Nsm...) - OPEB5CTDUXRSTTHHZLITWNPJNVJZ6X2KGKSEJZJCVWPY6E77RCHQ,"Algofi : AMM : Swap (Sell), Add Liquidity ",Algofi,https://allo.info/tx/group/s0Nsmh2bXt5LLrGE1836o42wmz1fJ2sTXwrpVqohKT4=
2022-06-04 18:54:09,Add Liquidity,goMINT,4.006576,,,,,(Group- s0Nsm...) - RWFT36W5TEW5VRKSSFF3LBLGNX2XZKI6VHXSWRNY3VY4GLY4ZYUA,"Algofi : AMM : Swap (Sell), Add Liquidity ",Algofi,https://allo.info/tx/group/s0Nsmh2bXt5LLrGE1836o42wmz1fJ2sTXwrpVqohKT4=
2022-06-04 18:54:09,Receive Slippage,,,ALGO,0.001255,,,(Group- s0Nsm...) - InnerTxn #1 - MYOKM...,"Algofi : AMM : Swap (Sell), Add Liquidity ",Algofi,https://lora.algokit.io/mainnet/transaction/MYOKMNR7MW2TPPHGTWCUUPY7UWDCJCRIW22QAYCBNAYHZWFZY6RA
2022-06-04 18:54:09,Receive LP Tokens,,,goMINT/ALGO LP Token,1.409847,ALGO,0.011,Combined Group - s0Nsmh2bXt5LLrGE1836o42wmz1fJ2sTXwrpVqohKT4=,"Algofi : AMM : Swap (Sell), Add Liquidity",Algofi,https://allo.info/tx/group/s0Nsmh2bXt5LLrGE1836o42wmz1fJ2sTXwrpVqohKT4=
2022-06-04 19:03:39,Send,ALGO,1.38,,,,,(Group- PSUxD...) - 226YKMUCHTVNWB2CRHWMFQTUOCUN3RTL2LYKEQ7AQ34EXFOLUDTQ,AlgoDEX : appDB match : Sell (Order book) ,ALGXS4BP2CPA3SCKFZ2IKU77Q3TWU6GSU2XYXBBX5A25DQ6HAOQHXVYKZ4,https://lora.algokit.io/mainnet/transaction/(Group- PSUxD...) - 226YKMUCHTVNWB2CRHWMFQTUOCUN3RTL2LYKEQ7AQ34EXFOLUDTQ
2022-06-04 19:03:39,Receive,,,ALGX,98.578469,,,(Group- PSUxD...) - NNZHTRIO4FS6NH432OEDLV25GIDUOFCFIUF6UR5KVJEZLD3WE7PQ,AlgoDEX : appDB match : Sell (Order book) ,6DXT44O4WXIALW5BU7CJAVTRSW2X5KGBO5KOYJ4QCKNOQYHPRZBGZU4YFI,https://lora.algokit.io/mainnet/transaction/(Group- PSUxD...) - NNZHTRIO4FS6NH432OEDLV25GIDUOFCFIUF6UR5KVJEZLD3WE7PQ
2022-06-04 19:03:39,Send,ALGO,0.002,,,,,(Group- PSUxD...) - 3TWAVVYK3IRYGSXHDNRHBWKZYYANTSONYSH4VASERUF4SUS37J5A,AlgoDEX : appDB match : Sell (Order book) ,6DXT44O4WXIALW5BU7CJAVTRSW2X5KGBO5KOYJ4QCKNOQYHPRZBGZU4YFI,https://lora.algokit.io/mainnet/transaction/(Group- PSUxD...) - 3TWAVVYK3IRYGSXHDNRHBWKZYYANTSONYSH4VASERUF4SUS37J5A
2022-06-04 19:03:39,Fee,,,,,ALGO,0.003,Group Combined Fees - PSUxDR0kvSxvaKhj5eMrNR39GxNyOECD4FM4D8Q7ZOg=,AlgoDEX : appDB match : Sell (Order book),Algorand Network,https://allo.info/tx/group/PSUxDR0kvSxvaKhj5eMrNR39GxNyOECD4FM4D8Q7ZOg=
2022-06-04 19:07:08,Receive,,,ALGO,0.117542,,,(Group- 6D8na...) - 5DOFTFBWB4G43P4OGHWNQKT45LZ3WHTEWKLR7Z7WELHJO2BOOFDA,AlgoDEX : appDB match : Buy (Order book) ,QUVZE6KNJ5XTEPRCO5TORFFX634ONRSMJEIIALISNGCWDUYRHS5K5IRRY4,https://lora.algokit.io/mainnet/transaction/(Group- 6D8na...) - 5DOFTFBWB4G43P4OGHWNQKT45LZ3WHTEWKLR7Z7WELHJO2BOOFDA
2022-06-04 19:07:08,Send,ALGX,8.578469,,,,,(Group- 6D8na...) - 2WL7BU2QKDN2OMFEJ7RVXFKIGICRO5KZGLQA3Y72MC2NMQU3F7OA,AlgoDEX : appDB match : Buy (Order book) ,TKVLWD7YWACPDT23XUIKFXHFWKN4VQADGERRGAGQ4QTIWG777MFGPEON5A,https://lora.algokit.io/mainnet/transaction/(Group- 6D8na...) - 2WL7BU2QKDN2OMFEJ7RVXFKIGICRO5KZGLQA3Y72MC2NMQU3F7OA
2022-06-04 19:07:08,Send,ALGO,0.002,,,,,(Group- 6D8na...) - R7UVA3HT234NNDX3GRDIOSUQY7GUQITNWUELG5QKKQZLKH5JT3HQ,AlgoDEX : appDB match : Buy (Order book) ,QUVZE6KNJ5XTEPRCO5TORFFX634ONRSMJEIIALISNGCWDUYRHS5K5IRRY4,https://lora.algokit.io/mainnet/transaction/(Group- 6D8na...) - R7UVA3HT234NNDX3GRDIOSUQY7GUQITNWUELG5QKKQZLKH5JT3HQ
2022-06-04 19:07:08,Fee,,,,,ALGO,0.002,Group Combined Fees - 6D8naC2Lh6hrv0OFPtHcPQ9/2WHcUjbOui4YLWldebc=,AlgoDEX : appDB match : Buy (Order book),Algorand Network,https://allo.info/tx/group/6D8naC2Lh6hrv0OFPtHcPQ9/2WHcUjbOui4YLWldebc=
2022-06-04 19:11:41,Sell,ALGO,1.377212,STKE,100.,ALGO,0.006,Combined Group - jg9BGWTOnwdai2wSPAEdQguJUb2Hi4aEUXQ2NaLGYfE=,Algofi : AMM : Swap (Buy),Algofi,https://allo.info/tx/group/jg9BGWTOnwdai2wSPAEdQguJUb2Hi4aEUXQ2NaLGYfE=
2022-06-04 19:11:41,Receive Slippage,,,ALGO,0.006849,,,(Group- jg9BG...) - InnerTxn #1 - FJAPM...,Algofi : AMM : Swap (Buy) ,Algofi,https://lora.algokit.io/mainnet/transaction/FJAPMFHW445USNTHAEDQRACXTSS44AUXYYFQHHZEIYJQUCEJZEVQ
2022-06-04 19:13:08,Send,,,,,ALGO,0.001,MUYYD6Z3DIBP74OUEX7WKUMKAN2NXPW4TXT72NQVY3TEIDGJCOOA,Sender,AlgoStake - Airdrop wallet,https://lora.algokit.io/mainnet/transaction/MUYYD6Z3DIBP74OUEX7WKUMKAN2NXPW4TXT72NQVY3TEIDGJCOOA
2022-06-05 09:21:19,Send,ALGO,0.5,,,,,(Group- Z/Q0U...) - JIBCQEL55RLDMNLXQRF7MTZJPTQQANAJ6UD5M3ORUSZ55XYGGRXQ,2 txns.  ,BJI5IM6OQ7PNRBNU254STJOXXEEQP4DLSFFV55R67P2IIH6COSINHJ6RXQ,https://lora.algokit.io/mainnet/transaction/(Group- Z/Q0U...) - JIBCQEL55RLDMNLXQRF7MTZJPTQQANAJ6UD5M3ORUSZ55XYGGRXQ
2022-06-05 09:21:19,Send,ALGX,10.,,,,,(Group- Z/Q0U...) - CHQSVRRI4OCSMOOFASUHRE42EVUYR5UHIV666YYE2MZSL4MPGZ3A,2 txns.  ,BJI5IM6OQ7PNRBNU254STJOXXEEQP4DLSFFV55R67P2IIH6COSINHJ6RXQ,https://lora.algokit.io/mainnet/transaction/(Group- Z/Q0U...) - CHQSVRRI4OCSMOOFASUHRE42EVUYR5UHIV666YYE2MZSL4MPGZ3A
2022-06-05 09:21:19,Fee,,,,,ALGO,0.002,Group Combined Fees - Z/Q0Un0KkhZL7D8T5E7/uAxhBisAiAWBdhmX+j+dTk0=,2 txns. ,Algorand Network,https://allo.info/tx/group/Z/Q0Un0KkhZL7D8T5E7/uAxhBisAiAWBdhmX+j+dTk0=
2022-06-05 09:30:09,Receive,,,ALGO,0.03375,,,(Group- fnNdj...) - 5YWQR3FP27LJAJLJDS7SXSGLIB72L5H4MSIVK6Q5MYSXFL4H4SQQ,AlgoDEX : appDB match : Sell (Order book) ,YQRPPRZDQXPI6KP7JLACIZ3HUGXHHQSLJD2W6D7IWOVKUJ7GVQIJD6EJYI,https://lora.algokit.io/mainnet/transaction/(Group- fnNdj...) - 5YWQR3FP27LJAJLJDS7SXSGLIB72L5H4MSIVK6Q5MYSXFL4H4SQQ
2022-06-05 09:30:09,Receive,,,ALGO,0.03375,,,(Group- 6TDhz...) - AXGDUYGVKA3E4X25RDY2KWVUO3K7DGK4UXFGO5VA3C4VQI5BHIDA,AlgoDEX : appDB match : Sell (Order book) ,YQRPPRZDQXPI6KP7JLACIZ3HUGXHHQSLJD2W6D7IWOVKUJ7GVQIJD6EJYI,https://lora.algokit.io/mainnet/transaction/(Group- 6TDhz...) - AXGDUYGVKA3E4X25RDY2KWVUO3K7DGK4UXFGO5VA3C4VQI5BHIDA
2022-06-05 09:30:09,Receive,,,ALGO,0.03375,,,(Group- HwYe5...) - FYCWNU56JVYMJUHZFF45DS746OEFTHY5H4WR62J7EJJTEL2HTUDQ,AlgoDEX : appDB match : Sell (Order book) ,YQRPPRZDQXPI6KP7JLACIZ3HUGXHHQSLJD2W6D7IWOVKUJ7GVQIJD6EJYI,https://lora.algokit.io/mainnet/transaction/(Group- HwYe5...) - FYCWNU56JVYMJUHZFF45DS746OEFTHY5H4WR62J7EJJTEL2HTUDQ
2022-06-05 09:30:09,Receive,,,ALGO,0.03375,,,(Group- //NPV...) - RB3HMLV5G3I7ETDMWBYXSSE3PO63HHVXBEHUQT7DTNCYROC57OOQ,AlgoDEX : appDB match : Sell (Order book) ,YQRPPRZDQXPI6KP7JLACIZ3HUGXHHQSLJD2W6D7IWOVKUJ7GVQIJD6EJYI,https://lora.algokit.io/mainnet/transaction/(Group- //NPV...) - RB3HMLV5G3I7ETDMWBYXSSE3PO63HHVXBEHUQT7DTNCYROC57OOQ
2022-06-05 11:39:41,Fee,,,,,ALGO,0.001,EVZUYMI4GYLP7N42JDGK4EF2BG2OV7WECX4UYGCKHYMSNKNODVUA,Asset Opt in/out,Algorand Network,https://lora.algokit.io/mainnet/transaction/EVZUYMI4GYLP7N42JDGK4EF2BG2OV7WECX4UYGCKHYMSNKNODVUA
2022-06-05 11:41:04,Sell,ALGO,1.843011,AFD,1000.,ALGO,0.004,Combined Group - WHDFJQ3f1YUFDiE/2q2ZJdw+vODv6DcyMO/X0KCps3w=,Tinyman : Tinyman AMM v1/1.1 : Swap (Buy),Tinyman,https://allo.info/tx/group/WHDFJQ3f1YUFDiE/2q2ZJdw+vODv6DcyMO/X0KCps3w=
2022-06-05 11:41:22,Receive Slippage,,,ALGO,0.018245,ALGO,0.003,Combined Group - WbqBm+YFMOlP3wN/2gcKlMX1in2f6oW2MRYnwbe0nCU=,Tinyman : Tinyman AMM v1/1.1 : Redeem Slippage,Tinyman,https://allo.info/tx/group/WbqBm+YFMOlP3wN/2gcKlMX1in2f6oW2MRYnwbe0nCU=
2022-06-06 09:05:41,Airdrop,,,AFD,2.,,,EWEX62RK4IEWBTPKI6ODW4B6WMVX2IG74EUD7E3FW7R4CLOJKQ2A,Airdrop,Algorand Faucet Drops - Airdrop wallet,https://lora.algokit.io/mainnet/transaction/EWEX62RK4IEWBTPKI6ODW4B6WMVX2IG74EUD7E3FW7R4CLOJKQ2A
2022-06-07 09:05:41,Airdrop,,,AFD,2.004,,,PFG7T6X2S2W5KUCPKOLBR56O3NVRAIXIWDY4XGXEW6K5R6NJDV3Q,Airdrop,Algorand Faucet Drops - Airdrop wallet,https://lora.algokit.io/mainnet/transaction/PFG7T6X2S2W5KUCPKOLBR56O3NVRAIXIWDY4XGXEW6K5R6NJDV3Q
2022-06-08 02:11:30,Airdrop,,,STKE,0.22,,,UU2BG77THAYLMHMDL473TQOE433XR5W4L6G3AYQH5L26PNZCYVBA,Airdrop,AlgoStake - Airdrop wallet,https://lora.algokit.io/mainnet/transaction/UU2BG77THAYLMHMDL473TQOE433XR5W4L6G3AYQH5L26PNZCYVBA
2022-06-08 09:05:40,Airdrop,,,AFD,2.008008,,,6GQD55GZNGO67YXSSLKEKXANY5OHNUXKPASRMCGRTXGFKRBHWBFA,Airdrop,Algorand Faucet Drops - Airdrop wallet,https://lora.algokit.io/mainnet/transaction/6GQD55GZNGO67YXSSLKEKXANY5OHNUXKPASRMCGRTXGFKRBHWBFA
2022-06-09 09:05:37,Airdrop,,,AFD,2.01202401,,,XPPALEA56S4FKAGV4PMQICV3UI3RUJS44GJJQJBQ4RYLMGK24CTA,Airdrop,Algorand Faucet Drops - Airdrop wallet,https://lora.algokit.io/mainnet/transaction/XPPALEA56S4FKAGV4PMQICV3UI3RUJS44GJJQJBQ4RYLMGK24CTA
2022-06-10 09:05:39,Airdrop,,,AFD,2.01604806,,,ARE6Y6BG47TOZY7H6IQ4XC4NWE7FOKCVNRLFDBT7ZLPCHTWRMY4A,Airdrop,Algorand Faucet Drops - Airdrop wallet,https://lora.algokit.io/mainnet/transaction/ARE6Y6BG47TOZY7H6IQ4XC4NWE7FOKCVNRLFDBT7ZLPCHTWRMY4A
2022-06-10 20:42:28,Receive,,,ALGO,14.98,,,AVJYNWLHI4P56O2OAEE4MGBT3K6IFFXSHLCMGOZEA5UZG4T3ZBKA,Receiver,WXVQR4CFBF3USC5JXFFN5R6MMOZPGOHI3GKZFBU3S5NI5PTKWPBFCPZWZA,https://lora.algokit.io/mainnet/transaction/AVJYNWLHI4P56O2OAEE4MGBT3K6IFFXSHLCMGOZEA5UZG4T3ZBKA
2022-06-10 20:46:34,Fee,,,,,ALGO,0.001,JH7EUJOZHCFGNS4NMDQHPHOXIG5KWTKNWQJWP4MRLDMAQGEFVGRA,Sender,Algorand Network,https://lora.algokit.io/mainnet/transaction/JH7EUJOZHCFGNS4NMDQHPHOXIG5KWTKNWQJWP4MRLDMAQGEFVGRA
2022-06-10 20:47:34,Staking Deposit,YLDY/ALGO LP Token,1.490858,,,ALGO,0.003,Combined Group - Yy1OaYp+U8fEF1wpH9mIzSbiDM9QIomKANswEbWr6iM=,Yieldly : T5 Staking : Deposit,Yieldly,https://allo.info/tx/group/Yy1OaYp+U8fEF1wpH9mIzSbiDM9QIomKANswEbWr6iM=
2022-06-11 08:02:03,Receive,,,3YrsALGO,1.,,,(Group- gamSL...) - XD4BDI3EJFAECQDW45O2ZQQSN2FSMZQ2T5TQQRS6V5UOWWLZFPLQ,2 txns.  ,JUNEIIT5R6752NA33UHEVQ5AL6GK4WZ5M6DJGJGVZO6V4ETUFIDOVBCAME,https://lora.algokit.io/mainnet/transaction/(Group- gamSL...) - XD4BDI3EJFAECQDW45O2ZQQSN2FSMZQ2T5TQQRS6V5UOWWLZFPLQ
